,mean,sd,hdi_5%,hdi_95%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
lam_rotated_[1195],-0.104,0.995,-1.673,1.618,0.009,0.011,11181.0,6016.0,1.0
lam_rotated_[1196],-0.094,0.996,-1.692,1.573,0.01,0.011,10146.0,6024.0,1.0
lam_rotated_[1197],-0.072,1.01,-1.765,1.56,0.009,0.012,12714.0,5734.0,1.0
lam_rotated_[1198],-0.051,1.008,-1.705,1.576,0.01,0.012,10606.0,5821.0,1.0
lam_rotated_[1199],-0.034,1.001,-1.673,1.604,0.009,0.012,11276.0,5612.0,1.0
lam_rotated_[1200],-0.131,0.972,-1.752,1.406,0.009,0.012,11854.0,6411.0,1.0
lam_rotated_[1201],-0.114,0.989,-1.749,1.488,0.01,0.012,9541.0,6196.0,1.0
lam_rotated_[1202],-0.126,0.999,-1.843,1.466,0.009,0.012,11761.0,5764.0,1.0
lam_rotated_[1203],-0.098,0.994,-1.641,1.612,0.01,0.012,10297.0,5923.0,1.0
lam_rotated_[1204],-0.082,0.992,-1.629,1.648,0.01,0.011,10289.0,6462.0,1.0
lam_rotated_[1205],-0.092,0.971,-1.668,1.529,0.009,0.011,10726.0,5830.0,1.0
lam_rotated_[1206],-0.059,1.006,-1.599,1.689,0.01,0.011,9909.0,5597.0,1.0
lam_rotated_[1207],-0.006,1.02,-1.715,1.601,0.01,0.013,9510.0,5697.0,1.0
lam_rotated_[1208],0.079,0.977,-1.5,1.684,0.01,0.012,10383.0,5865.0,1.0
lam_rotated_[1209],0.146,0.995,-1.528,1.746,0.009,0.012,11031.0,6256.0,1.0
lam_rotated_[1210],0.166,0.985,-1.414,1.822,0.01,0.011,9722.0,5358.0,1.0
lam_rotated_[1211],0.278,0.972,-1.308,1.869,0.01,0.011,9015.0,6410.0,1.0
lam_rotated_[1212],0.321,0.964,-1.308,1.866,0.009,0.01,10844.0,5824.0,1.0
lam_rotated_[1213],0.231,0.963,-1.294,1.862,0.01,0.011,9998.0,6213.0,1.0
lam_rotated_[1214],0.125,0.968,-1.48,1.733,0.01,0.011,10279.0,5995.0,1.0
lam_rotated_[1215],0.117,0.97,-1.421,1.795,0.009,0.011,11158.0,6104.0,1.0
lam_rotated_[1216],0.187,0.999,-1.494,1.8,0.01,0.011,10423.0,5788.0,1.0
lam_rotated_[1217],0.382,0.961,-1.174,1.962,0.01,0.01,9970.0,5704.0,1.0
lam_rotated_[1218],0.558,0.958,-1.003,2.153,0.01,0.009,9704.0,6299.0,1.0
lam_rotated_[1219],0.527,0.951,-0.978,2.141,0.01,0.009,9444.0,5532.0,1.0
lam_rotated_[1220],0.426,0.948,-1.207,1.899,0.009,0.01,10301.0,5931.0,1.0
lam_rotated_[1221],0.195,1.0,-1.463,1.839,0.01,0.011,10514.0,5903.0,1.0
lam_rotated_[1222],-0.085,0.992,-1.769,1.493,0.009,0.011,11594.0,5926.0,1.0
lam_rotated_[1223],-0.086,1.0,-1.729,1.534,0.01,0.012,10484.0,6054.0,1.0
lam_rotated_[1224],-0.087,1.007,-1.726,1.545,0.01,0.012,10310.0,5946.0,1.0
lam_rotated_[1225],-0.087,1.0,-1.754,1.519,0.01,0.011,9890.0,6063.0,1.0
lam_rotated_[1226],-0.09,1.003,-1.78,1.529,0.01,0.012,9456.0,5659.0,1.0
lam_rotated_[1227],-0.095,1.001,-1.631,1.617,0.01,0.012,9422.0,6161.0,1.0
lam_rotated_[1228],-0.106,1.015,-1.78,1.551,0.01,0.012,11335.0,5889.0,1.0
lam_rotated_[1229],-0.106,0.986,-1.772,1.471,0.009,0.011,11532.0,6523.0,1.0
lam_rotated_[1230],-0.09,1.02,-1.794,1.532,0.01,0.012,10928.0,5475.0,1.0
lam_rotated_[1231],-0.093,1.008,-1.758,1.528,0.01,0.013,10378.0,5677.0,1.0
lam_rotated_[1232],-0.102,1.005,-1.804,1.479,0.01,0.012,10025.0,5824.0,1.0
lam_rotated_[1233],-0.098,0.995,-1.63,1.601,0.01,0.011,10677.0,5689.0,1.0
lam_rotated_[1234],-0.086,1.001,-1.664,1.584,0.01,0.012,10833.0,5815.0,1.0
lam_rotated_[1235],-0.104,0.996,-1.728,1.56,0.01,0.011,9994.0,6089.0,1.0
lam_rotated_[1236],-0.102,1.031,-1.779,1.602,0.009,0.012,12319.0,6008.0,1.0
lam_rotated_[1237],-0.097,0.998,-1.79,1.472,0.01,0.013,10198.0,5840.0,1.0
lam_rotated_[1238],-0.074,1.005,-1.688,1.587,0.009,0.011,11599.0,6105.0,1.0
lam_rotated_[1239],-0.004,0.999,-1.555,1.718,0.01,0.011,10410.0,5651.0,1.0
lam_rotated_[1240],-0.111,0.99,-1.784,1.457,0.01,0.011,10010.0,6066.0,1.0
lam_rotated_[1241],-0.109,1.008,-1.735,1.595,0.01,0.012,10289.0,5738.0,1.0
lam_rotated_[1242],-0.09,1.021,-1.794,1.563,0.01,0.012,10627.0,6075.0,1.0
lam_rotated_[1243],-0.103,1.01,-1.802,1.519,0.01,0.012,10089.0,5544.0,1.0
lam_rotated_[1244],-0.089,0.989,-1.759,1.47,0.01,0.011,10578.0,6167.0,1.0
lam_rotated_[1245],-0.068,0.982,-1.679,1.544,0.009,0.012,10846.0,5928.0,1.0
lam_rotated_[1246],-0.027,0.998,-1.666,1.583,0.01,0.012,10859.0,6302.0,1.0
lam_rotated_[1247],0.067,0.985,-1.451,1.767,0.01,0.011,9644.0,5791.0,1.0
lam_rotated_[1248],0.222,0.978,-1.362,1.824,0.01,0.012,8926.0,5292.0,1.0
lam_rotated_[1249],0.312,0.976,-1.303,1.908,0.01,0.011,9617.0,6081.0,1.0
lam_rotated_[1250],0.314,0.992,-1.316,1.956,0.01,0.011,10699.0,5737.0,1.0
lam_rotated_[1251],0.39,0.956,-1.16,1.986,0.009,0.01,10832.0,6192.0,1.0
lam_rotated_[1252],0.4,0.944,-1.134,1.952,0.009,0.011,10228.0,6226.0,1.0
lam_rotated_[1253],0.241,0.969,-1.433,1.799,0.01,0.01,9834.0,6122.0,1.0
lam_rotated_[1254],0.16,0.976,-1.491,1.729,0.01,0.011,10569.0,5878.0,1.0
lam_rotated_[1255],0.121,0.972,-1.434,1.749,0.01,0.012,9653.0,5720.0,1.0
lam_rotated_[1256],0.182,0.982,-1.524,1.725,0.01,0.011,10341.0,6128.0,1.0
lam_rotated_[1257],0.39,0.963,-1.166,1.999,0.01,0.01,9936.0,6221.0,1.0
lam_rotated_[1258],0.605,0.966,-0.945,2.23,0.009,0.009,10451.0,5676.0,1.0
lam_rotated_[1259],0.622,0.957,-0.981,2.153,0.009,0.009,10382.0,5793.0,1.0
lam_rotated_[1260],0.474,0.947,-1.105,1.985,0.01,0.009,8984.0,6127.0,1.0
lam_rotated_[1261],0.204,0.995,-1.372,1.895,0.011,0.011,8753.0,5765.0,1.0
lam_rotated_[1262],-0.108,0.991,-1.702,1.564,0.01,0.011,9668.0,5893.0,1.0
lam_rotated_[1263],-0.089,1.016,-1.676,1.619,0.01,0.013,11377.0,5675.0,1.0
lam_rotated_[1264],-0.107,1.006,-1.768,1.522,0.009,0.012,12046.0,6169.0,1.0
lam_rotated_[1265],-0.09,1.009,-1.736,1.54,0.01,0.011,10651.0,6179.0,1.0
lam_rotated_[1266],-0.099,0.999,-1.848,1.43,0.01,0.011,10577.0,5950.0,1.0
lam_rotated_[1267],-0.104,0.988,-1.711,1.496,0.009,0.012,11155.0,6110.0,1.0
lam_rotated_[1268],-0.093,0.991,-1.657,1.608,0.01,0.012,10854.0,6043.0,1.0
lam_rotated_[1269],-0.092,0.993,-1.754,1.51,0.009,0.012,11213.0,6187.0,1.0
lam_rotated_[1270],-0.102,1.018,-1.722,1.611,0.01,0.012,10052.0,5209.0,1.0
lam_rotated_[1271],-0.108,0.999,-1.709,1.559,0.01,0.012,9524.0,5911.0,1.0
lam_rotated_[1272],-0.111,1.011,-1.754,1.577,0.01,0.012,9785.0,6326.0,1.0
lam_rotated_[1273],-0.12,1.007,-1.777,1.516,0.01,0.011,10393.0,6265.0,1.0
lam_rotated_[1274],-0.086,0.993,-1.765,1.474,0.009,0.012,11282.0,5653.0,1.0
lam_rotated_[1275],-0.098,0.999,-1.735,1.54,0.01,0.011,10093.0,6277.0,1.0
lam_rotated_[1276],-0.097,1.007,-1.724,1.553,0.01,0.012,11217.0,6020.0,1.0
lam_rotated_[1277],-0.067,1.008,-1.797,1.534,0.01,0.012,9954.0,5889.0,1.0
lam_rotated_[1278],-0.033,0.972,-1.598,1.57,0.01,0.011,10349.0,6082.0,1.0
lam_rotated_[1279],-0.009,0.99,-1.617,1.601,0.009,0.011,11124.0,5937.0,1.0
lam_rotated_[1280],-0.101,1.004,-1.798,1.496,0.01,0.012,10236.0,5852.0,1.0
lam_rotated_[1281],-0.1,0.985,-1.716,1.488,0.009,0.011,11260.0,6526.0,1.0
lam_rotated_[1282],-0.111,1.004,-1.839,1.481,0.01,0.012,10062.0,5624.0,1.0
lam_rotated_[1283],-0.114,0.996,-1.741,1.534,0.01,0.012,10240.0,6051.0,1.0
lam_rotated_[1284],-0.109,0.998,-1.773,1.534,0.01,0.012,11001.0,6181.0,1.0
lam_rotated_[1285],-0.058,1.009,-1.678,1.645,0.009,0.013,11853.0,6123.0,1.0
lam_rotated_[1286],0.011,0.979,-1.591,1.611,0.01,0.012,10569.0,6090.0,1.0
lam_rotated_[1287],0.155,0.979,-1.491,1.677,0.01,0.012,9482.0,5874.0,1.0
lam_rotated_[1288],0.362,0.977,-1.211,1.962,0.01,0.01,9990.0,5905.0,1.0
lam_rotated_[1289],0.505,0.959,-1.017,2.123,0.01,0.01,9745.0,5854.0,1.0
lam_rotated_[1290],0.437,0.971,-1.193,1.991,0.01,0.01,10190.0,6147.0,1.0
lam_rotated_[1291],0.378,0.954,-1.133,2.01,0.009,0.01,10773.0,6294.0,1.0
lam_rotated_[1292],0.365,0.945,-1.163,1.9,0.01,0.01,9625.0,5527.0,1.0
lam_rotated_[1293],0.239,0.966,-1.262,1.872,0.01,0.011,9599.0,5596.0,1.0
lam_rotated_[1294],0.214,0.948,-1.388,1.745,0.01,0.011,9275.0,5190.0,1.0
lam_rotated_[1295],0.204,0.958,-1.471,1.679,0.01,0.011,10111.0,6231.0,1.0
lam_rotated_[1296],0.253,0.972,-1.383,1.795,0.01,0.011,9934.0,5632.0,1.0
lam_rotated_[1297],0.361,0.959,-1.158,1.994,0.009,0.011,11102.0,6294.0,1.0
lam_rotated_[1298],0.478,0.956,-1.11,2.015,0.01,0.01,9630.0,5614.0,1.0
lam_rotated_[1299],0.405,0.979,-1.142,2.062,0.01,0.01,9799.0,5924.0,1.0
lam_rotated_[1300],0.224,0.987,-1.491,1.762,0.01,0.011,9388.0,5590.0,1.0
lam_rotated_[1301],0.053,1.0,-1.563,1.708,0.01,0.012,9617.0,5389.0,1.0
lam_rotated_[1302],-0.091,1.008,-1.751,1.53,0.01,0.012,9811.0,5863.0,1.0
lam_rotated_[1303],-0.104,1.016,-1.765,1.565,0.009,0.012,11640.0,5889.0,1.0
lam_rotated_[1304],-0.104,0.999,-1.686,1.59,0.01,0.012,10869.0,5780.0,1.0
lam_rotated_[1305],-0.109,0.996,-1.863,1.417,0.01,0.012,10528.0,5825.0,1.0
lam_rotated_[1306],-0.096,1.01,-1.755,1.566,0.01,0.012,10894.0,6195.0,1.0
lam_rotated_[1307],-0.098,1.006,-1.861,1.442,0.01,0.011,9434.0,5557.0,1.0
lam_rotated_[1308],-0.093,1.012,-1.777,1.541,0.009,0.012,11701.0,6133.0,1.0
lam_rotated_[1309],-0.117,1.0,-1.725,1.58,0.01,0.011,10348.0,5897.0,1.0
lam_rotated_[1310],-0.105,1.0,-1.744,1.549,0.01,0.012,10400.0,6145.0,1.0
lam_rotated_[1311],-0.074,1.008,-1.767,1.517,0.01,0.012,10432.0,5958.0,1.0
lam_rotated_[1312],-0.095,0.988,-1.724,1.514,0.01,0.011,9600.0,6148.0,1.0
lam_rotated_[1313],-0.108,1.01,-1.678,1.604,0.01,0.012,10180.0,6273.0,1.0
lam_rotated_[1314],-0.085,0.984,-1.628,1.628,0.01,0.011,10424.0,6249.0,1.0
lam_rotated_[1315],-0.107,1.006,-1.746,1.594,0.01,0.013,10597.0,5724.0,1.0
lam_rotated_[1316],-0.089,0.984,-1.746,1.493,0.009,0.012,10857.0,5781.0,1.0
lam_rotated_[1317],-0.094,0.972,-1.695,1.478,0.01,0.012,9992.0,5854.0,1.0
lam_rotated_[1318],-0.051,1.021,-1.742,1.576,0.011,0.011,9178.0,6153.0,1.0
lam_rotated_[1319],-0.028,0.977,-1.578,1.6,0.01,0.011,10110.0,6053.0,1.0
lam_rotated_[1320],-0.123,0.982,-1.759,1.457,0.01,0.011,10298.0,6193.0,1.0
lam_rotated_[1321],-0.1,1.023,-1.757,1.615,0.01,0.012,11425.0,6420.0,1.0
lam_rotated_[1322],-0.116,1.008,-1.797,1.51,0.01,0.012,9933.0,5791.0,1.0
lam_rotated_[1323],-0.084,0.999,-1.749,1.546,0.01,0.011,10071.0,5962.0,1.0
lam_rotated_[1324],-0.094,0.994,-1.791,1.449,0.009,0.011,11608.0,5779.0,1.0
lam_rotated_[1325],-0.059,0.987,-1.653,1.564,0.009,0.011,11242.0,6181.0,1.0
lam_rotated_[1326],0.022,0.991,-1.74,1.528,0.01,0.011,9528.0,6218.0,1.0
lam_rotated_[1327],0.211,0.97,-1.32,1.849,0.01,0.011,9650.0,6358.0,1.0
lam_rotated_[1328],0.487,0.948,-1.032,2.008,0.01,0.01,8488.0,5626.0,1.0
lam_rotated_[1329],0.646,0.944,-0.84,2.231,0.01,0.009,9389.0,6416.0,1.0
lam_rotated_[1330],0.531,0.96,-1.07,2.086,0.01,0.01,10030.0,5904.0,1.0
lam_rotated_[1331],0.329,0.962,-1.192,2.011,0.009,0.011,11078.0,5564.0,1.0
lam_rotated_[1332],0.27,0.975,-1.341,1.854,0.01,0.011,10382.0,5750.0,1.0
lam_rotated_[1333],0.168,0.975,-1.437,1.725,0.009,0.011,10993.0,5974.0,1.0
lam_rotated_[1334],0.187,0.983,-1.43,1.807,0.01,0.011,10054.0,5803.0,1.0
lam_rotated_[1335],0.226,0.97,-1.264,1.915,0.01,0.01,10019.0,6438.0,1.0
lam_rotated_[1336],0.242,0.977,-1.407,1.776,0.009,0.01,11191.0,6353.0,1.0
lam_rotated_[1337],0.231,0.982,-1.392,1.807,0.01,0.011,10297.0,5651.0,1.0
lam_rotated_[1338],0.183,0.976,-1.415,1.792,0.009,0.011,10614.0,6254.0,1.0
lam_rotated_[1339],0.092,0.988,-1.539,1.688,0.01,0.012,10812.0,5835.0,1.0
lam_rotated_[1340],-0.028,0.982,-1.583,1.622,0.01,0.011,10284.0,5684.0,1.0
lam_rotated_[1341],-0.084,0.986,-1.705,1.559,0.01,0.012,10258.0,5946.0,1.0
lam_rotated_[1342],-0.097,0.99,-1.716,1.555,0.01,0.011,10522.0,6144.0,1.0
lam_rotated_[1343],-0.1,0.985,-1.669,1.537,0.009,0.012,11601.0,6041.0,1.0
lam_rotated_[1344],-0.087,1.004,-1.742,1.581,0.009,0.011,11543.0,6389.0,1.0
lam_rotated_[1345],-0.085,0.999,-1.696,1.567,0.009,0.012,11708.0,6260.0,1.0
lam_rotated_[1346],-0.106,0.989,-1.656,1.58,0.009,0.011,11508.0,6334.0,1.0
lam_rotated_[1347],-0.104,0.998,-1.702,1.537,0.01,0.011,10551.0,6509.0,1.0
lam_rotated_[1348],-0.111,0.994,-1.62,1.611,0.009,0.012,11138.0,6304.0,1.0
lam_rotated_[1349],-0.108,1.015,-1.779,1.552,0.01,0.012,10027.0,5515.0,1.0
lam_rotated_[1350],-0.101,0.989,-1.682,1.565,0.01,0.012,10603.0,5101.0,1.0
lam_rotated_[1351],-0.118,0.988,-1.691,1.532,0.01,0.012,9679.0,5796.0,1.0
lam_rotated_[1352],-0.098,1.001,-1.83,1.457,0.01,0.011,10430.0,6410.0,1.0
lam_rotated_[1353],-0.093,1.022,-1.698,1.616,0.01,0.012,9864.0,6095.0,1.0
lam_rotated_[1354],-0.086,0.989,-1.69,1.537,0.01,0.011,9676.0,5893.0,1.0
lam_rotated_[1355],-0.089,1.004,-1.727,1.561,0.01,0.012,9317.0,5344.0,1.0
lam_rotated_[1356],-0.09,0.999,-1.707,1.572,0.01,0.012,10469.0,5831.0,1.0
lam_rotated_[1357],-0.081,0.991,-1.665,1.587,0.01,0.012,10220.0,5910.0,1.0
lam_rotated_[1358],-0.05,0.99,-1.655,1.589,0.01,0.012,9809.0,5711.0,1.0
lam_rotated_[1359],-0.039,1.018,-1.685,1.646,0.01,0.012,11201.0,6414.0,1.0
lam_rotated_[1360],-0.125,0.988,-1.835,1.408,0.01,0.011,10582.0,6130.0,1.0
lam_rotated_[1361],-0.109,0.992,-1.784,1.472,0.01,0.011,10492.0,6015.0,1.0
lam_rotated_[1362],-0.103,1.005,-1.713,1.586,0.01,0.012,11100.0,5970.0,1.0
lam_rotated_[1363],-0.104,1.0,-1.729,1.543,0.01,0.011,10570.0,6204.0,1.0
lam_rotated_[1364],-0.085,1.011,-1.78,1.541,0.01,0.011,9960.0,5876.0,1.0
lam_rotated_[1365],-0.047,0.999,-1.626,1.639,0.009,0.012,11492.0,6314.0,1.0
lam_rotated_[1366],0.062,1.001,-1.568,1.719,0.01,0.011,10235.0,6263.0,1.0
lam_rotated_[1367],0.253,0.96,-1.285,1.872,0.01,0.011,9257.0,5710.0,1.0
lam_rotated_[1368],0.534,0.946,-0.965,2.141,0.01,0.009,9649.0,6410.0,1.0
lam_rotated_[1369],0.732,0.944,-0.766,2.331,0.009,0.009,10234.0,6177.0,1.0
lam_rotated_[1370],0.614,0.967,-0.914,2.246,0.01,0.01,9059.0,5749.0,1.0
lam_rotated_[1371],0.334,0.94,-1.167,1.939,0.009,0.01,9965.0,5940.0,1.0
lam_rotated_[1372],0.212,0.955,-1.317,1.8,0.01,0.011,9435.0,5922.0,1.0
lam_rotated_[1373],0.142,0.982,-1.49,1.711,0.01,0.011,9899.0,6068.0,1.0
lam_rotated_[1374],0.18,0.982,-1.519,1.702,0.009,0.012,11903.0,5994.0,1.0
lam_rotated_[1375],0.238,0.979,-1.298,1.883,0.01,0.011,10128.0,6127.0,1.0
lam_rotated_[1376],0.253,0.964,-1.33,1.825,0.009,0.01,10855.0,5843.0,1.0
lam_rotated_[1377],0.224,0.956,-1.331,1.806,0.01,0.011,10069.0,5909.0,1.0
lam_rotated_[1378],0.025,0.987,-1.579,1.693,0.01,0.012,10220.0,6083.0,1.0
lam_rotated_[1379],-0.087,1.001,-1.692,1.589,0.01,0.012,9934.0,6076.0,1.0
lam_rotated_[1380],-0.095,1.008,-1.745,1.579,0.01,0.012,10138.0,5812.0,1.0
lam_rotated_[1381],-0.101,0.994,-1.694,1.566,0.01,0.012,9420.0,5462.0,1.0
lam_rotated_[1382],-0.096,0.987,-1.678,1.558,0.01,0.011,10715.0,5634.0,1.0
lam_rotated_[1383],-0.101,0.987,-1.682,1.591,0.009,0.012,10838.0,6145.0,1.0
lam_rotated_[1384],-0.088,1.018,-1.748,1.634,0.01,0.012,10243.0,5807.0,1.0
lam_rotated_[1385],-0.08,1.018,-1.853,1.518,0.01,0.012,11315.0,5640.0,1.0
lam_rotated_[1386],-0.101,1.015,-1.795,1.52,0.01,0.012,10177.0,5991.0,1.0
lam_rotated_[1387],-0.109,1.006,-1.731,1.543,0.01,0.012,10460.0,5841.0,1.0
lam_rotated_[1388],-0.108,1.0,-1.707,1.603,0.01,0.012,10817.0,6126.0,1.0
lam_rotated_[1389],-0.112,1.006,-1.774,1.513,0.01,0.012,10680.0,5416.0,1.0
lam_rotated_[1390],-0.097,0.988,-1.709,1.506,0.01,0.013,10189.0,5339.0,1.0
lam_rotated_[1391],-0.102,1.002,-1.783,1.512,0.01,0.012,10367.0,5962.0,1.0
lam_rotated_[1392],-0.079,0.997,-1.742,1.525,0.01,0.011,10079.0,6087.0,1.0
lam_rotated_[1393],-0.095,1.007,-1.776,1.52,0.01,0.012,10419.0,6071.0,1.0
lam_rotated_[1394],-0.081,0.991,-1.804,1.474,0.01,0.011,10205.0,6351.0,1.0
lam_rotated_[1395],-0.107,1.006,-1.715,1.593,0.01,0.013,9965.0,5856.0,1.0
lam_rotated_[1396],-0.096,1.004,-1.793,1.523,0.01,0.011,10266.0,6064.0,1.0
lam_rotated_[1397],-0.093,1.014,-1.761,1.57,0.01,0.012,10412.0,5466.0,1.0
lam_rotated_[1398],-0.056,1.028,-1.767,1.578,0.01,0.013,11424.0,5660.0,1.0
lam_rotated_[1399],-0.033,1.019,-1.71,1.626,0.01,0.012,9958.0,5880.0,1.0
lam_rotated_[1400],-0.119,0.998,-1.724,1.56,0.009,0.012,11593.0,5962.0,1.0
lam_rotated_[1401],-0.104,1.002,-1.705,1.563,0.009,0.011,11685.0,6254.0,1.0
lam_rotated_[1402],-0.096,1.0,-1.718,1.578,0.01,0.011,9900.0,5804.0,1.0
lam_rotated_[1403],-0.11,0.99,-1.73,1.522,0.01,0.011,9439.0,5758.0,1.0
lam_rotated_[1404],-0.084,1.01,-1.756,1.538,0.01,0.012,10765.0,5821.0,1.0
lam_rotated_[1405],-0.078,0.991,-1.755,1.491,0.01,0.012,10557.0,6080.0,1.0
lam_rotated_[1406],0.047,0.982,-1.558,1.634,0.01,0.011,10592.0,6657.0,1.0
lam_rotated_[1407],0.237,0.964,-1.407,1.729,0.01,0.01,9635.0,5861.0,1.0
lam_rotated_[1408],0.515,0.976,-0.997,2.186,0.011,0.01,8230.0,5928.0,1.0
lam_rotated_[1409],0.771,0.962,-0.765,2.339,0.009,0.009,10224.0,5377.0,1.0
lam_rotated_[1410],0.742,0.939,-0.84,2.263,0.01,0.008,9407.0,6330.0,1.0
lam_rotated_[1411],0.42,0.965,-1.096,2.041,0.01,0.01,9561.0,6377.0,1.0
lam_rotated_[1412],0.228,0.986,-1.342,1.857,0.009,0.012,10836.0,5442.0,1.0
lam_rotated_[1413],0.208,0.963,-1.401,1.741,0.01,0.011,9323.0,5919.0,1.0
lam_rotated_[1414],0.271,0.961,-1.245,1.894,0.009,0.011,10705.0,5732.0,1.0
lam_rotated_[1415],0.326,0.98,-1.39,1.853,0.009,0.011,10785.0,6206.0,1.0
lam_rotated_[1416],0.278,0.962,-1.334,1.817,0.01,0.011,10065.0,5821.0,1.0
lam_rotated_[1417],0.171,0.984,-1.453,1.811,0.01,0.011,9193.0,5900.0,1.0
lam_rotated_[1418],0.005,0.98,-1.549,1.655,0.01,0.012,9925.0,5864.0,1.0
lam_rotated_[1419],-0.102,1.008,-1.797,1.505,0.009,0.012,11408.0,6152.0,1.0
lam_rotated_[1420],-0.098,0.991,-1.716,1.519,0.01,0.011,10073.0,6665.0,1.0
lam_rotated_[1421],-0.105,0.992,-1.706,1.554,0.01,0.011,10653.0,5783.0,1.0
lam_rotated_[1422],-0.123,1.0,-1.696,1.568,0.009,0.012,11233.0,6157.0,1.0
lam_rotated_[1423],-0.116,1.018,-1.676,1.666,0.011,0.012,9364.0,6042.0,1.0
lam_rotated_[1424],-0.093,0.993,-1.744,1.508,0.01,0.011,10231.0,5903.0,1.0
lam_rotated_[1425],-0.085,0.985,-1.663,1.56,0.01,0.011,10644.0,6303.0,1.0
lam_rotated_[1426],-0.097,0.995,-1.68,1.609,0.01,0.012,10295.0,5938.0,1.0
lam_rotated_[1427],-0.102,0.983,-1.698,1.525,0.01,0.011,10160.0,5632.0,1.0
lam_rotated_[1428],-0.103,1.015,-1.718,1.611,0.01,0.012,10304.0,6193.0,1.0
lam_rotated_[1429],-0.105,1.004,-1.817,1.524,0.01,0.012,10750.0,6081.0,1.0
lam_rotated_[1430],-0.096,1.008,-1.721,1.543,0.01,0.012,9829.0,5858.0,1.0
lam_rotated_[1431],-0.095,0.994,-1.731,1.51,0.009,0.012,11542.0,5090.0,1.0
lam_rotated_[1432],-0.088,0.989,-1.704,1.54,0.009,0.012,12183.0,6030.0,1.0
lam_rotated_[1433],-0.094,0.983,-1.73,1.455,0.009,0.011,11816.0,6318.0,1.0
lam_rotated_[1434],-0.089,0.986,-1.683,1.548,0.01,0.012,10508.0,5635.0,1.0
lam_rotated_[1435],-0.089,0.996,-1.735,1.505,0.01,0.012,10311.0,5212.0,1.0
lam_rotated_[1436],-0.095,0.996,-1.82,1.418,0.01,0.011,10879.0,6272.0,1.0
lam_rotated_[1437],-0.081,0.981,-1.672,1.529,0.01,0.011,9786.0,5933.0,1.0
lam_rotated_[1438],-0.053,1.0,-1.665,1.62,0.01,0.011,10498.0,6057.0,1.0
lam_rotated_[1439],-0.039,1.002,-1.625,1.683,0.009,0.012,11178.0,6099.0,1.0
lam_rotated_[1440],-0.115,1.003,-1.739,1.546,0.009,0.012,11777.0,6212.0,1.0
lam_rotated_[1441],-0.113,0.996,-1.747,1.569,0.009,0.012,11049.0,6148.0,1.0
lam_rotated_[1442],-0.114,0.997,-1.762,1.508,0.009,0.013,12031.0,5333.0,1.0
lam_rotated_[1443],-0.089,1.0,-1.732,1.501,0.01,0.011,9833.0,5452.0,1.0
lam_rotated_[1444],-0.084,0.994,-1.74,1.506,0.009,0.011,11535.0,5953.0,1.0
lam_rotated_[1445],-0.087,1.0,-1.726,1.545,0.01,0.011,10922.0,6044.0,1.0
lam_rotated_[1446],0.006,0.985,-1.577,1.636,0.01,0.011,10491.0,6067.0,1.0
lam_rotated_[1447],0.168,0.983,-1.458,1.786,0.009,0.011,10856.0,6078.0,1.0
lam_rotated_[1448],0.512,0.987,-1.1,2.138,0.01,0.01,9510.0,6353.0,1.0
lam_rotated_[1449],0.871,0.931,-0.675,2.369,0.01,0.009,8973.0,5818.0,1.0
lam_rotated_[1450],0.856,0.952,-0.627,2.474,0.01,0.008,8357.0,5819.0,1.0
lam_rotated_[1451],0.478,0.972,-1.152,2.067,0.01,0.01,9482.0,6150.0,1.0
lam_rotated_[1452],0.325,0.994,-1.271,2.038,0.01,0.011,9903.0,5979.0,1.0
lam_rotated_[1453],0.339,0.966,-1.273,1.916,0.009,0.01,10328.0,6454.0,1.0
lam_rotated_[1454],0.38,0.965,-1.169,2.013,0.01,0.01,9611.0,6198.0,1.0
lam_rotated_[1455],0.373,0.95,-1.228,1.906,0.009,0.01,10512.0,6336.0,1.0
lam_rotated_[1456],0.187,0.986,-1.448,1.792,0.01,0.012,10519.0,5638.0,1.0
lam_rotated_[1457],-0.012,0.988,-1.667,1.586,0.01,0.012,9774.0,5867.0,1.0
lam_rotated_[1458],-0.072,1.025,-1.777,1.581,0.01,0.013,10683.0,5312.0,1.0
lam_rotated_[1459],-0.087,0.993,-1.725,1.53,0.01,0.012,10186.0,5896.0,1.0
lam_rotated_[1460],-0.12,1.01,-1.807,1.505,0.009,0.013,11741.0,5733.0,1.0
lam_rotated_[1461],-0.098,0.987,-1.803,1.447,0.01,0.012,10364.0,5636.0,1.0
lam_rotated_[1462],-0.095,0.997,-1.791,1.489,0.01,0.012,10644.0,5674.0,1.0
lam_rotated_[1463],-0.091,1.013,-1.704,1.62,0.011,0.012,9233.0,5583.0,1.0
lam_rotated_[1464],-0.089,0.985,-1.645,1.593,0.01,0.011,10575.0,5877.0,1.0
lam_rotated_[1465],-0.112,0.99,-1.797,1.465,0.01,0.011,10189.0,5850.0,1.0
lam_rotated_[1466],-0.105,0.995,-1.718,1.563,0.01,0.012,10572.0,5832.0,1.0
lam_rotated_[1467],-0.098,1.015,-1.705,1.637,0.01,0.012,10643.0,6124.0,1.0
lam_rotated_[1468],-0.075,0.996,-1.67,1.566,0.01,0.012,10780.0,5388.0,1.0
lam_rotated_[1469],-0.102,1.015,-1.749,1.572,0.01,0.012,10982.0,6023.0,1.0
